Journal Id,Year,Number of Papers published
985,2008,33
985,2003,26
985,2005,35
985,2016,4
985,2014,18
985,2019,4
985,2012,10
986,2016,103
986,2017,137
986,2018,137
986,2010,52
986,2014,85
986,2013,80
986,2019,68
986,2015,84
986,2011,61
986,2012,61
986,2007,31
986,2009,50
986,2008,33
987,2013,41
987,2014,72
987,2017,118
987,2016,45
987,2018,117
987,2012,37
987,2019,22
987,2015,49
987,2011,35
987,2010,46
988,2010,84
988,2006,86
988,2001,84
988,2012,82
988,1999,81
988,2008,93
988,2016,76
988,2007,100
988,2005,84
988,2015,80
988,2018,76
988,2011,82
988,2000,69
988,2009,87
988,2017,76
988,2004,46
988,2013,77
988,2019,53
988,2002,79
988,2003,89
988,2014,74
989,2004,43
989,2001,27
989,2003,37
989,2012,37
989,2014,46
989,2010,32
989,2015,46
989,2005,31
989,2006,47
989,2011,37
989,2016,41
989,2000,16
989,2008,41
989,2019,27
989,2017,42
989,2013,36
989,1998,16
989,2009,38
989,1999,9
989,1997,12
989,2018,40
989,2007,35
989,2002,9
990,2002,57
991,1996,32
991,1995,33
990,2012,78
990,2016,117
990,2019,97
990,2015,117
990,2006,75
990,2014,106
990,2007,76
990,2004,57
990,2011,64
991,1997,35
990,2003,49
990,2017,134
990,2005,68
991,2001,42
990,2013,101
991,1999,39
990,2008,70
990,2018,125
991,2000,47
991,1994,20
990,2010,71
991,1998,40
990,2009,60
992,1985,56
992,2015,80
992,2012,81
992,1984,81
992,2014,73
992,1992,45
992,1995,69
992,1998,85
992,1989,48
992,2017,79
992,1997,81
992,1986,79
992,2000,90
992,1999,84
992,1988,37
992,2013,73
992,2007,79
992,2019,51
992,2011,72
992,1987,76
992,1990,47
992,2008,76
992,2002,83
992,2006,76
992,2001,76
992,1993,56
992,2009,70
992,2010,72
992,1991,56
992,2004,89
992,2005,92
992,2016,67
992,1994,68
992,1996,82
992,2003,83
992,2018,76
993,2016,26
993,2015,28
993,2019,48
993,2017,28
993,2018,79
993,2014,29
993,2013,26
993,2011,28
993,2012,19
994,2000,6
994,2009,13
994,2002,5
994,2014,17
994,2013,16
994,2016,20
994,2010,10
994,2011,11
994,2007,6
994,2008,9
994,2017,22
994,2018,25
994,2012,8
994,2005,5
994,2003,2
994,2019,12
994,2015,8
994,2006,8
994,2004,7
994,1998,3
994,1997,1
995,2013,25
995,2009,19
995,2012,26
995,2015,20
995,2019,8
995,2018,14
995,2017,15
995,2010,16
995,2011,27
995,2014,20
995,2016,14
996,2003,29
996,2016,30
996,2007,27
996,2018,30
996,2012,25
996,2006,30
996,2008,26
996,2014,27
996,2004,26
996,2019,19
996,2015,29
996,2001,30
996,2009,24
996,2011,25
996,2002,28
996,2000,23
996,2010,23
996,2005,27
996,2013,24
996,2017,27
997,2014,746
997,2019,691
997,2015,787
997,2008,580
997,2017,813
997,2002,281
998,1987,50
998,1997,93
997,2007,633
997,1998,128
997,2003,444
997,2013,663
998,1994,102
997,2005,774
997,2010,663
997,2009,704
997,2004,561
997,2016,812
997,2006,571
997,2011,643
997,2012,746
998,1993,112
999,2011,73
997,2018,887
997,2000,177
997,2001,204
1000,2010,48
998,1989,49
997,1999,143
998,1991,81
998,1988,80
998,1992,92
998,1996,76
998,1986,36
998,1995,89
998,1990,59
998,1985,32
1001,2009,8
1001,2011,5
1002,2019,14
1002,2012,18
1002,2006,19
1002,2018,18
1002,2009,18
1002,2017,22
1002,2007,22
1002,2008,27
1002,2005,19
1002,2016,20
1002,2010,19
1002,2013,19
1002,2014,16
1002,2015,22
1002,2011,20
1003,2018,34
1003,2016,19
1003,2013,16
1003,2012,16
1003,2009,22
1003,2010,18
1003,2014,16
1003,2017,22
1003,2019,20
1003,2015,16
1003,2011,16
1004,2012,270
1004,2013,384
1004,2014,448
1004,2011,224
1004,2015,75
1004,2010,194
1004,2016,8
1004,2009,115
1004,2008,64
1004,2006,33
1004,2007,41
1005,2003,27
1005,2005,31
1005,2008,29
1005,1993,25
1005,2019,32
1005,2013,29
1005,2011,30
1005,2010,28
1005,2017,33
1005,2004,27
1005,1995,28
1005,2018,42
1005,2016,40
1005,1997,29
1005,1999,32
1005,1994,24
1005,2007,31
1005,2014,32
1005,2009,24
1005,2015,44
1005,2001,30
1005,1996,26
1005,2006,36
1005,1998,35
1005,2002,29
1005,2000,31
1005,2012,34
1006,2008,51
1006,2010,58
1006,2011,56
1006,2017,116
1006,2009,46
1006,2007,48
1006,2015,103
1006,2012,51
1006,2018,134
1006,2014,72
1006,2019,41
1006,2016,95
1006,2013,67
1007,2015,21
1007,2016,20
1008,2018,21
1008,2016,26
1008,1994,25
1008,2000,21
1008,2001,23
1008,1997,26
1008,1996,25
1008,2014,22
1008,2017,19
1008,2010,18
1008,2003,23
1008,2015,26
1008,1998,18
1008,2002,27
1008,2004,28
1008,2009,14
1008,2008,25
1008,2019,6
1008,2013,22
1008,1995,23
1008,2007,22
1008,2012,21
1008,1993,25
1008,2006,21
1008,2005,25
1008,1999,25
1008,2011,30
1009,2003,69
1009,2002,60
1009,2017,70
1009,2007,56
1009,1999,55
1009,2016,74
1009,2012,80
1009,2006,43
1009,2005,56
1009,2009,32
1009,1996,45
1009,2008,52
1009,2001,53
1009,2018,68
1009,1995,50
1009,1998,50
1009,2010,57
1009,2015,58
1009,2013,81
1009,2014,69
1009,1997,51
1009,1994,36
1009,2019,51
1009,1992,36
1009,1993,35
1009,2004,64
1009,2011,70
1009,1991,33
1009,2000,59
1009,1990,20
1010,2015,2
1010,2013,4
1010,2011,4
1010,2009,4
1010,2016,14
1010,2018,3
1010,2010,7
1010,2008,4
1010,2017,4
1010,2012,3
1010,2019,1
1010,2014,4
1011,2012,57
1011,2009,111
1011,2013,80
1011,2010,146
1011,2015,25
1011,2008,89
1011,2011,142
1011,2017,10
1011,2007,35
1011,2014,61
1011,2006,56
1011,2018,12
1012,2016,67
1012,2018,79
1012,2011,80
1013,1973,27
1012,2019,71
1012,2012,66
1012,2015,82
1013,1995,29
1012,1999,26
1012,2010,83
1012,2014,73
1013,1983,21
1013,1970,39
1013,1967,30
1012,2007,65
1013,1991,17
1012,2001,18
1012,2003,35
1013,1969,32
1012,2006,50
1012,2002,35
1013,1975,54
1012,1998,35
1013,1972,41
1013,1976,16
1012,2009,85
1012,2013,67
1012,2017,87
1013,1977,32
1013,1996,36
1012,2005,37
1013,1994,26
1013,1979,22
1012,2008,61
1013,1974,22
1013,1978,22
1013,1981,27
1013,1990,16
1013,1968,29
1013,1989,21
1013,1986,11
1013,1971,45
1012,1997,33
1013,1984,21
1013,1988,7
1012,2004,34
1013,1993,18
1013,1985,20
1013,1987,25
1013,1980,12
1013,1982,18
1013,1992,17
1012,2000,22
1014,2005,45
1014,2013,42
1014,2002,27
1014,2012,48
1014,2006,51
1014,2017,68
1014,2010,47
1014,2015,60
1014,1999,17
1014,2008,49
1014,2001,33
1014,2007,48
1014,2016,62
1014,2018,68
1014,2019,41
1014,1998,19
1014,2014,44
1014,2003,41
1014,2009,47
1014,2011,44
1014,2000,24
1014,2004,42
1014,1997,15
1015,2017,12
1015,2011,14
1015,2013,13
1015,2014,11
1015,2012,12
1015,2010,18
1015,2018,11
1015,2015,9
1015,2016,7
1016,2011,19
1016,2017,163
1016,2005,39
1016,2013,167
1016,2018,90
1016,2008,47
1016,2014,114
1016,2015,87
1016,2019,49
1016,2016,109
1016,2010,57
1016,2002,7
1016,2003,24
1016,2004,36
1016,2012,89
1016,2009,38
1016,2007,39
1016,2006,30
1017,2010,34
1017,2000,12
1017,2019,38
1017,2014,36
1017,2012,38
1017,2004,18
1017,2003,16
1017,2007,36
1017,2005,14
1017,2009,37
1017,2008,34
1017,2011,31
1017,2015,31
1017,2017,34
1017,2006,34
1017,2013,29
1017,2018,47
1017,2001,8
1017,2016,29
1017,2002,7
1018,2013,45
1018,2018,49
1018,2016,54
1018,2014,41
1018,2015,67
1018,2010,37
1018,2011,39
1018,2012,36
1018,2017,54
1018,2019,36
1018,2009,32
1019,2015,50
1019,2018,78
1019,2016,58
1019,2017,72
1019,2012,36
1019,2014,46
1019,2004,25
1019,2006,32
1019,2007,35
1019,2013,40
1019,2008,28
1019,2011,44
1019,2019,52
1019,2009,35
1019,2010,38
1019,2005,27
1020,2010,19
1020,2011,17
1020,2013,19
1020,2018,16
1020,2016,16
1020,2014,17
1020,2015,17
1020,2017,16
1020,2019,5
1020,2012,18
1021,2016,44
1021,2019,43
1021,2017,57
1021,2018,57
1021,2015,21
1022,2015,490
1022,2012,188
1022,2017,481
1022,2013,238
1022,2014,453
1022,2018,417
1022,2008,29
1022,2016,506
1022,2019,222
1022,2010,66
1022,2009,35
1022,2011,102
1023,2017,60
1023,2002,31
1023,2015,40
1023,2018,61
1023,2014,32
1023,2010,31
1023,2003,33
1023,2011,29
1023,1998,43
1023,1997,37
1023,2006,31
1023,2001,40
1023,2005,30
1023,1995,23
1023,2019,30
1023,2004,31
1023,2000,37
1023,2009,30
1023,2007,34
1023,1999,34
1023,2008,30
1023,1996,36
1023,2016,60
1023,2013,27
1023,2012,29
1024,2016,29
1024,2015,21
1024,2013,33
1025,2018,25
1024,2010,22
1024,2011,26
1024,2017,20
1024,2014,22
1025,2019,15
1024,2012,27
1026,2016,4
1026,2005,4
1026,2017,2
1026,2009,6
1026,2006,4
1026,2013,5
1026,2008,1
1026,2010,1
1026,2011,1
1026,2012,3
1026,2018,1
1026,2014,3
1026,2015,1
1027,2015,17
1027,2012,19
1027,2018,20
1027,2017,17
1027,2019,15
1027,2011,17
1027,2013,20
1027,2016,16
1027,2014,17
1028,2016,17
1028,2018,18
1028,2013,20
1028,2011,9
1028,2017,20
1028,2010,9
1028,2015,19
1028,2012,12
1028,2019,14
1028,2014,17
1029,2012,71
1029,2016,160
1029,2018,190
1029,2006,39
1029,2015,103
1029,2007,38
1029,2017,150
1029,2013,109
1029,2008,51
1029,2011,47
1029,2009,50
1030,2019,51
1029,2005,19
1029,2014,68
1029,2010,45
1031,2001,48
1031,2003,76
1031,2013,45
1031,2010,81
1031,2006,59
1031,2008,68
1031,2005,78
1031,2002,70
1031,2017,49
1031,2018,43
1031,2004,29
1031,2014,44
1031,2016,44
1031,2015,44
1031,2007,59
1031,2009,72
1031,2011,70
1031,2012,46
1031,2019,17
1032,2016,28
1032,2014,16
1032,2009,16
1032,2017,18
1032,2007,21
1032,2018,13
1032,2010,6
1032,2019,14
1032,2011,8
1032,2013,8
1032,2008,9
1032,2015,7
1032,2012,2
1033,1981,64
1033,1986,109
1033,2000,80
1033,1995,89
1033,1982,64
1033,1985,155
1033,1992,91
1033,1994,80
1033,1988,165
1033,1983,84
1033,2011,51
1033,2013,100
1033,2002,83
1033,2009,54
1033,1989,159
1033,1999,63
1033,1997,59
1033,2014,64
1033,1978,60
1033,1998,72
1033,1984,91
1033,2008,56
1033,2018,61
1033,1990,131
1033,1980,67
1033,2001,71
1033,2016,62
1033,1991,109
1033,2003,96
1033,2007,57
1033,2005,77
1033,2019,39
1033,1987,129
1033,1975,43
1033,1996,70
1033,1976,39
1033,2015,63
1033,2017,61
1033,2004,79
1033,1979,67
1033,2010,59
1033,1993,92
1033,1977,50
1033,2012,85
1033,2006,68
1034,2019,24
1034,2017,21
1034,2016,24
1034,2018,22
1034,2015,21
1034,2014,19
1035,2007,19
1035,2013,27
1035,2014,22
1035,2005,51
1035,2018,20
1035,2011,19
1035,2008,22
1035,2010,35
1035,2017,26
1035,2015,24
1035,2016,24
1035,2004,9
1035,2009,31
1035,2012,21
1035,2019,12
1035,2006,25
1036,1999,5
1036,2000,3
1036,2003,15
1036,1998,3
1036,1996,24
1036,2011,6
1036,2004,8
1036,2002,4
1036,2007,8
1036,2016,1
1036,1993,5
1036,2005,6
1036,1992,15
1036,1994,11
1036,2006,3
1036,1995,5
1036,2010,4
1036,2014,3
1036,2013,2
1036,2009,4
1036,2008,3
1036,2015,2
1036,2012,3
1036,2001,2
1036,1997,1
1037,2006,77
1037,2013,77
1037,2012,76
1037,2002,90
1037,2009,70
1037,2005,90
1037,2011,82
1037,2007,77
1037,2014,73
1037,2018,89
1037,2015,78
1037,2017,106
1037,1959,24
1037,2004,84
1037,2000,85
1037,2001,97
1037,2003,94
1037,1998,38
1037,2008,69
1037,2016,84
1037,1999,88
1037,2019,66
1037,2010,61
1038,2014,26
1038,2010,21
1038,2006,30
1038,2013,17
1038,2008,33
1038,2011,20
1038,2005,29
1038,2009,25
1038,2017,22
1038,2015,24
1038,2007,16
1038,2016,23
1038,2012,19
1038,2018,14
1039,2007,23
1039,2003,17
1039,2011,32
1039,2013,18
1039,2009,24
1039,2006,11
1039,2005,13
1039,2012,18
1039,2016,7
1039,2004,19
1039,2008,26
1039,2015,15
1039,2001,19
1039,2017,14
1039,2018,14
1039,2010,10
1039,2000,6
1039,2014,16
1039,2002,17
1040,2007,72
1040,2014,39
1040,2009,48
1040,2005,42
1040,2013,48
1040,1997,48
1040,2001,37
1040,2012,43
1040,2010,41
1040,2003,49
1040,2008,45
1040,2011,45
1040,1993,29
1040,2015,51
1040,1996,38
1040,2006,44
1040,2000,35
1040,1999,46
1040,2004,55
1040,1998,38
1040,1992,43
1040,1995,52
1040,2002,41
1040,1994,38
1041,2014,17
1041,2015,16
1041,2016,17
1041,2017,14
1041,2013,21
1042,2008,28
1042,2012,26
1042,2017,29
1042,2011,20
1042,2013,24
1042,2010,22
1042,2018,32
1042,2009,28
1042,2007,28
1042,2016,29
1042,2015,24
1042,2014,26
1042,2019,15
1043,2018,17
1043,2011,34
1043,2015,23
1043,2012,27
1043,2010,34
1043,2013,21
1043,2016,3
1043,2019,3
1043,2017,10
1044,2011,9
1044,1999,8
1044,2002,10
1044,2010,13
1044,2015,13
1044,2003,9
1044,2009,18
1044,2016,10
1044,2014,17
1044,2008,19
1044,2001,9
1044,2004,12
1044,2012,18
1044,2013,21
1044,2006,19
1044,2017,10
1044,2007,20
1044,1996,7
1044,2005,30
1044,2000,9
1044,1997,11
1044,1998,11
1045,2011,17
1045,2007,28
1045,2013,14
1045,2012,6
1045,2006,18
1045,2009,20
1045,2017,22
1045,2014,13
1045,2008,22
1045,2019,12
1045,2015,15
1045,2010,7
1045,2018,5
1045,2005,5
1046,2018,48
1046,2014,44
1046,2017,37
1046,2015,43
1046,2013,35
1046,2016,39
1046,2019,29
1047,2012,4
1048,2012,27
1048,2010,16
1048,2013,16
1048,2014,13
1048,2018,21
1048,2016,24
1048,2011,18
1048,2015,15
1048,2017,20
1048,2019,18
1049,2018,54
1049,2008,53
1049,2007,60
1049,2011,53
1049,2015,48
1049,2009,58
1049,2005,54
1049,2012,53
1049,1998,59
1049,2001,69
1049,2016,43
1049,2002,48
1049,2010,46
1049,2019,30
1049,2004,55
1049,2014,50
1049,1999,55
1049,2006,57
1049,2013,57
1049,2000,65
1049,2017,46
1049,2003,54
1050,2007,19
1050,2014,21
1050,2011,15
1050,2017,26
1050,2015,22
1050,2013,24
1050,2016,25
1050,2012,26
1050,2008,19
1050,2009,10
1050,2018,21
1050,2010,11
1050,2019,7
1051,2016,61
1051,2015,44
1051,2017,68
1051,2018,58
1051,2019,41
1051,2011,27
1051,2007,10
1051,2010,16
1051,2014,28
1051,2008,21
1051,2013,24
1051,2012,17
1051,2009,14
1052,2019,13
1052,2016,19
1052,2018,22
1052,2004,21
1052,2013,30
1052,2006,39
1052,2005,32
1052,2014,22
1052,2007,38
1052,2012,24
1052,2011,20
1052,2015,25
1052,2008,31
1052,2017,23
1052,2009,17
1052,2010,18
1053,2005,44
1053,2013,59
1053,2017,68
1053,2011,52
1053,2002,43
1053,2018,71
1053,2004,42
1053,2012,57
1053,2016,62
1053,2006,49
1053,2007,41
1053,2010,46
1053,2003,41
1053,2008,40
1053,2009,40
1053,2014,60
1053,2019,39
1053,2015,60
1054,2017,12
1054,2003,11
1054,2004,14
1054,2002,12
1054,2008,14
1054,2001,13
1054,2013,13
1054,2012,13
1054,2016,17
1054,2009,17
1054,2018,12
1054,2015,13
1054,2005,12
1054,2006,12
1054,2007,14
1054,2000,7
1054,2019,6
1054,2014,7
1054,2010,17
1054,2011,13
1055,2016,17
1055,2017,11
1055,2009,17
1055,2010,16
1055,2014,18
1055,2008,20
1055,2018,12
1055,2013,17
1055,2012,15
1055,2007,14
1055,2015,15
1055,2019,9
1055,2011,15
1056,2008,94
1056,1995,89
1056,2014,76
1056,2012,65
1056,2006,100
1056,2009,82
1056,2010,72
1056,2000,110
1056,2013,80
1056,2001,73
1056,2004,48
1056,2019,34
1056,2011,75
1056,2003,89
1056,2002,74
1056,1996,64
1056,2018,77
1056,1980,51
1056,2015,80
1056,2005,88
1056,1998,31
1056,2016,78
1056,2017,70
1056,1992,80
1056,2007,59
1056,1999,49
1057,2008,28
1057,2011,18
1057,2006,27
1057,2004,16
1057,2016,20
1057,2017,5
1057,2007,30
1057,2009,20
1057,2005,16
1057,2013,11
1057,2015,15
1057,2018,14
1057,2014,10
1057,2010,17
1057,2012,10
1058,2016,555
1058,2015,860
1058,2013,793
1058,2019,535
1058,2014,727
1058,1995,25
1058,2017,1357
1058,2018,976
1058,2008,142
1058,2011,300
1058,2001,77
1058,2010,177
1058,2003,93
1058,2007,250
1058,2002,92
1058,2009,169
1058,2000,68
1058,2012,334
1058,2005,94
1058,2006,118
1058,1999,50
1058,1997,35
1058,1994,25
1058,2004,78
1058,1998,55
1058,1996,28
1059,2018,17
1059,2017,21
1059,2016,19
1059,2015,21
1059,2014,5
1060,2018,65
1060,2019,24
1060,2016,25
1060,2017,53
1060,2015,22
1060,2012,20
1060,2010,34
1060,2011,26
1060,2014,23
1060,2009,25
1060,2013,21
1061,2013,15
1061,2016,24
1061,2009,19
1061,2015,16
1061,2014,27
1061,2008,8
1061,2012,22
1061,2010,17
1061,2011,16
1061,2019,5
1061,2017,5
1061,2018,7
1062,2018,24
1062,2015,25
1062,2019,8
1062,2017,29
1062,2009,18
1062,2016,24
1062,2012,10
1062,2013,18
1062,2010,17
1062,2011,10
1062,2014,12
1063,2012,504
1063,1982,167
1063,1965,127
1063,2019,389
1063,2006,476
1063,2008,479
1063,2010,488
1063,2014,516
1063,1994,257
1063,1966,95
1063,2003,323
1063,1973,189
1063,1977,150
1063,1990,199
1063,1999,302
1063,1995,246
1063,1986,131
1063,2018,496
1063,1970,176
1063,1983,177
1063,2013,563
1063,2011,574
1063,2016,467
1063,1972,201
1063,1997,245
1063,2004,334
1063,2005,403
1063,1976,164
1063,1968,170
1063,2002,283
1063,1969,146
1064,1956,51
1063,2017,472
1063,1998,283
1063,1991,251
1063,1975,179
1063,1996,255
1063,1992,225
1064,1960,55
1063,1980,159
1063,1988,196
1063,2001,292
1063,1978,158
1063,2000,277
1064,1958,25
1063,1974,165
1063,2015,447
1065,1954,30
1063,2009,438
1063,1984,163
1063,1993,244
1063,2007,401
1063,1979,138
1064,1962,123
1063,1963,72
1063,1989,177
1063,1971,160
1063,1987,135
1063,1964,85
1064,1957,40
1063,1985,129
1064,1959,67
1064,1961,53
1063,1981,148
1065,1953,37
1063,1967,133
1064,1955,23
1066,2016,15
1066,2015,21
1066,2017,10
1067,2011,5
1066,2018,20
1066,2019,10
1066,2013,6
1068,2013,23
1068,2016,20
1068,2017,21
1068,2014,22
1068,2018,18
1068,2010,19
1068,2019,10
1068,2012,18
1068,2015,17
1068,2011,19
945,2010,18
1069,2010,15
1069,2011,10
1070,2005,7
1070,2014,64
1070,2015,42
1070,2018,48
1070,2010,14
1070,2013,30
1070,2008,24
1070,2019,30
1070,2011,20
1070,2017,32
1070,2007,15
1070,2012,34
1070,2016,40
1070,2009,19
1070,2006,11
1071,2015,35
1071,2016,45
1071,2018,64
1071,2014,14
1071,2017,48
1071,2019,32
1071,2013,4
1072,2017,33
1072,2016,24
1072,2015,19
1072,2018,6
1073,2016,3
1073,2015,3
1073,2020,1
1073,2014,5
1073,2019,4
1073,2017,2
1073,2018,1
1074,2011,100
1074,2004,55
1074,1999,34
1074,2018,274
1074,2009,82
1074,2013,99
1074,2017,141
1074,2012,98
1074,2015,121
1074,2016,179
1074,2010,96
1074,2019,130
1074,2007,66
1074,2005,62
1074,2008,63
1074,2000,34
1074,2001,36
1074,2002,34
1074,2006,71
1074,2003,30
1074,2014,97
1075,2003,22
1075,2013,16
1075,2015,12
1075,2001,17
1075,2004,7
1075,2005,15
1075,2016,18
1075,2007,16
1075,2000,26
1075,2006,13
1075,2014,13
1075,2018,16
1075,2009,12
1075,1998,9
1075,2017,16
1075,2012,9
1075,2019,5
1075,2002,18
1075,1999,11
1075,2008,15
1075,2011,7
1075,2010,10
1076,2015,11
1076,2012,25
1076,2004,27
1076,2009,28
1076,2011,30
1076,2010,27
1076,2014,22
1076,2006,30
1076,2000,22
1076,2001,20
1076,2005,34
1076,2008,34
1076,2007,40
1076,2013,28
1077,2018,19
1077,1994,27
1077,2019,14
1077,2003,16
1077,2007,19
1077,2001,11
1077,2010,19
1077,2017,36
1077,2005,21
1077,2014,25
1077,2013,10
1077,2006,27
1077,2009,21
1077,2011,18
1077,1996,22
1077,1997,20
1077,2015,27
1077,2008,19
1077,1999,16
1077,1998,19
1077,2000,14
1077,2004,24
1077,2002,18
1077,1995,11
1077,2016,23
1077,2012,9
1078,2018,13
1078,2016,20
1078,2015,22
1078,2017,10
1078,2014,13
1078,2013,7
1079,2014,7
1079,2011,5
1079,2010,6
1079,2015,6
1079,2009,5
1079,2007,5
1079,2008,5
1079,2012,12
1080,2011,20
1080,2016,23
1080,2015,19
1080,2019,7
1080,2007,27
1080,2017,17
1080,2018,18
1080,2012,12
1080,2008,25
1080,2009,21
1080,2013,14
1080,2014,22
1080,2010,13
1081,2009,6
1081,2011,2
1081,2014,4
1081,2017,5
1081,2007,4
1081,2013,4
1081,2016,3
1081,2018,4
1081,2015,4
1081,2019,1
1081,2012,2
1081,2010,3
1082,1983,1
1083,2009,72
1083,2018,93
1083,2016,96
1083,2019,55
1083,2017,127
1083,2003,67
1083,2000,30
1083,2015,83
1083,2014,72
1083,2012,58
1083,2013,79
1083,2010,96
1083,2004,70
1083,2011,55
1083,2008,72
1083,2005,72
1083,2007,72
1083,2002,52
1083,2006,73
1083,2001,55
1084,2002,20
1084,2015,20
1084,1996,11
1084,2018,17
1084,1998,13
1084,2008,10
1084,2017,13
1084,2005,16
1084,2004,11
1084,2016,18
1084,1999,10
1084,2011,17
1084,2007,12
1084,2013,18
1084,2009,15
1084,2012,17
1084,2003,7
1084,2010,17
1084,2014,17
1084,2000,8
1084,1995,12
1084,1997,11
1084,2006,13
1085,2002,40
1085,2003,51
1085,1999,26
1085,2019,54
1085,2012,57
1085,2016,71
1085,2009,73
1085,2006,62
1085,1998,18
1085,2017,84
1085,2018,84
1085,2011,47
1085,2007,65
1085,2015,70
1085,2013,56
1085,1997,33
1085,2010,68
1085,2014,64
1085,2004,57
1085,2000,32
1085,2008,70
1085,2005,59
1085,2001,33
1086,2011,245
1086,2015,126
1086,2008,166
1086,2010,162
1086,2014,247
1086,2006,171
1086,2009,163
1086,2019,270
1086,2018,294
1086,2007,178
1086,2005,72
1086,2013,277
1086,2016,242
1086,2001,30
1086,2004,66
1086,2012,271
1086,2017,248
1086,2003,49
1086,1996,35
1086,1995,32
1086,2000,29
1086,1999,26
1086,1997,30
1086,1998,28
1086,2002,30
1087,2013,43
1087,2012,59
1087,2011,57
1087,2018,64
1087,2015,57
1087,2008,37
1087,2016,51
1087,2014,50
1087,2007,29
1087,2010,54
1087,2019,33
1087,2003,40
1087,2002,31
1087,2005,20
1087,2004,24
1087,2006,24
1087,2009,32
1087,2017,43
1087,2000,23
1087,2001,19
1088,2009,31
1088,2014,12
1088,2013,19
1088,2012,27
1088,2017,12
1088,2010,27
1088,2018,18
1088,2015,5
1088,2011,29
1088,2016,10
1088,2019,4
1089,2018,155
1089,2006,263
1089,2016,159
1089,2017,178
1089,2013,173
1089,2012,133
1089,2008,368
1089,2007,194
1089,2011,174
1089,2004,155
1089,2019,155
1089,2014,226
1089,2005,231
1089,2009,347
1089,2015,183
1089,2003,204
1089,2010,114
1090,2018,35
1090,2019,12
1091,2013,24
1091,2012,23
1091,2011,22
1091,2015,26
1091,2016,19
1091,2014,19
1091,2009,22
1091,2017,24
1091,2019,12
1091,2018,21
1091,2010,22
1091,2008,24
1092,2011,39
1092,2013,32
1092,2010,43
1092,2014,23
1092,2017,34
1092,2018,32
1092,2012,31
1092,2016,28
1092,2019,12
1092,2015,18
1093,2009,20
1093,2011,17
1093,2010,15
1093,2004,33
1093,2012,21
1093,2001,9
1093,2003,20
1093,2002,7
1093,2005,15
1093,2006,23
1093,2008,18
1094,1995,81
1094,2011,136
1094,2012,163
1094,2015,248
1094,2005,138
1094,2013,214
1094,2018,177
1094,2007,124
1094,2019,119
1094,1990,34
1094,2014,225
1094,2000,65
1094,2017,199
1094,2002,97
1094,2016,244
1094,2006,128
1094,2009,131
1094,1996,90
1094,1991,56
1094,2003,121
1094,2008,132
1094,2010,134
1094,2001,79
1094,1992,53
1094,1994,84
1094,2004,125
1094,1993,94
1094,1997,81
1094,1998,70
1094,1999,72
1094,1989,49
1095,2015,33
1095,2012,23
1095,2008,25
1095,2017,23
1095,2016,27
1095,2004,20
1095,2010,11
1095,2014,29
1095,2000,30
1095,2007,16
1095,2011,17
1095,2002,35
1095,2019,8
1095,2009,13
1095,2013,28
1095,2003,17
1095,2018,18
1095,2001,8
1095,2005,20
1095,1999,9
1095,2006,21
1096,2019,133
1096,2003,59
1096,2015,76
1096,2016,68
1096,2007,32
1096,1989,12
1096,2001,26
1096,1996,26
1096,1995,24
1096,2013,61
1096,2018,89
1096,1999,18
1096,2008,44
1096,2012,64
1096,2009,37
1096,2014,76
1096,2017,83
1096,2011,54
1096,2000,26
1096,2005,29
1096,1993,22
1096,2010,51
1096,2006,40
1096,2004,29
1096,1991,26
1096,1992,22
1096,1997,28
1096,1994,22
1096,1998,18
1096,1990,21
1096,2002,27
1097,2000,39
1097,1996,74
1097,2009,37
1097,2019,39
1097,1991,40
1097,1992,68
1097,2005,42
1097,2016,46
1097,2003,46
1097,1999,56
1097,2010,38
1097,2018,57
1097,2013,38
1097,1994,36
1097,2002,35
1097,2004,33
1097,1997,57
1097,2011,38
1097,1989,20
1097,1993,37
1097,2012,37
1097,2015,45
1097,2006,41
1097,2001,50
1097,2017,48
1097,1995,36
1097,2008,41
1097,2007,42
1097,2014,48
1097,1990,9
1098,2008,43
1098,2010,28
1098,2007,30
1098,2017,16
1098,2014,31
1098,2005,23
1098,2012,33
1098,2006,51
1098,2016,30
1098,2003,29
1098,2011,44
1098,2013,19
1098,2015,30
1098,2018,19
1098,2002,17
1098,2009,48
1098,2000,5
1098,2019,19
1098,1998,4
1098,2004,30
1098,1999,4
1098,2001,13
1098,1996,3
1098,1997,4
1099,2017,8
1099,2014,7
1099,2016,5
1099,2018,4
1099,2019,5
1099,2015,3
1100,1998,29
1100,2008,68
1100,2010,35
1100,2002,31
1100,2018,70
1100,2005,35
1100,2003,30
1100,2007,52
1100,2015,68
1100,2019,47
1100,1996,20
1100,2009,65
1100,2006,44
1100,2017,68
1100,2000,35
1100,2013,54
1100,2011,40
1100,2012,67
1100,2001,28
1100,2014,48
1100,2016,73
1100,1999,17
1100,1997,19
1100,2004,21
1101,2018,182
1101,2009,47
1101,2006,29
1101,2017,82
1101,2011,89
1101,2002,24
1101,2016,88
1101,2005,34
1101,2012,78
1101,2008,29
1101,2004,27
1101,2013,86
1101,2010,73
1101,2007,35
1101,2003,20
1101,2019,78
1101,2014,71
1101,2015,89
1101,2001,28
1101,2000,31
1102,2016,12
1102,2009,16
1102,2017,11
1102,2012,19
1102,2010,8
1102,2018,10
1102,2015,9
1102,2013,18
1102,2014,4
1102,2019,4
1102,2011,5
1103,2003,10
