title,year,forid,,,,
Automata Driven Indexing of Prolog Clauses.,1995,803,,,,
Efficient Goal Directed Bottom Up Evaluation of Logic Programs.,1999,803,,,,
Bottom Up Dataflow Analysis of Normal Logic Programs.,1992,803,,,,
Constraint Logic Programming for Reasoning About Discrete Event Processes.,1991,803,,,,
Analysis of Sequential Prolog Programs.,1986,803,,,,
A Program Transformation from Equational Programs into Logic Programs.,1987,803,,,,
"Improving Program Analyses, by Structure Untupling.",2000,803,,,,
The Relation between Logic and Functional Languages: A Survey.,1986,803,,,,
Introduction   ALP 1988.,1992,803,,,,
HILOG: A Foundation for Higher Order Logic Programming.,1993,803,,,,
A Logical Reconstruction of Prolog II.,1984,803,,,,
Loop checking in partial deduction.,1993,803,,,,
Inductive Synthesis of Recursive Logic Programs: Achievements and Prospects.,1999,803,,,,
A Practical Framework for the Abstract Interpretation of Logic Programs.,1991,803,,,,
SLDNFA: An Abductive Procedure for Abductive Logic Programs.,1998,803,,,,
Or Parallel Prolog in Flat Concurrent Prolog.,1989,803,,,,
Type Analysis of Prolog Using Type Graphs.,1995,803,,,,
Short Note: Procedural Semantics and Negative Information of Elementary Formal System.,1992,803,,,,
Clausal Intuitionistic Logic II   Tableau Proof Procedures.,1988,803,,,,
Guest Editor's Introduction Special Issue: Applications of Logic Programming.,1996,803,,,,
Algorithms for Testing the Satisfiability of Propositional Formulae.,1989,803,,,,
Termination of Well Moded Programs.,1999,803,,,,
Hierarchical Representation of Legal Knowledge with Metaprogramming in Logic.,1994,803,,,,
Intelligent Query Answering in Rule Based Systems.,1987,803,,,,
Enumeration Operators and Modular Logic Programming.,1987,803,,,,
A Logical Approach to Cooperative Information Systems.,2000,803,,,,
Transformational Methodology for Proving Termination of Logic Programs.,1998,803,,,,
"Stable Generated Models, Partial Temporal Logic and Disjunctive Defaults.",1999,803,,,,
Unification as a Complexity Measure for Logic Programming.,1987,803,,,,
Logic Programming Environments: Dynamic Program Analysis and Debugging.,1994,803,,,,
Generalized Semantics and Abstract Interpretation for Constraint Logic Programs.,1995,803,,,,
A Prodedural Semantics for Well Founded Negation in Logic Programs.,1992,803,,,,
Datalog with Non Deterministic Choice Computers NDB PTIME.,1998,803,,,,
Expanding Queries to Incomplete Databases by Interpolating General Logic Programs.,1998,803,,,,
Equivalent Logic Programs.,1990,803,,,,
Introduction: 10th Birthday Special Issue of The Journal of Logic Programming.,1994,803,,,,
Guest Editors' Introduction: Inductive Logic Programming.,1999,803,,,,
Guest Editor's Introduction.,1994,803,,,,
ACLP: Abductive Constraint Logic Programming.,2000,803,,,,
Characterizations of the Disjunctive Stable Semantics by Partial Evaluation.,1997,803,,,,
Basic Transformation Operations which Preserve Computed Answer Substitutions of Logic Programs.,1993,803,,,,
Problem Specification and Program Synthesis in the System SPORA.,1990,803,,,,
The s Semantics Approach: Theory and Applications.,1994,803,,,,
Partial Translation: Towards a Portable and Efficient Prolog Implementation Technology.,1996,803,,,,
Overview of Daswam: Exploitation of Dependent and Parallelism.,1996,803,,,,
On the Relation Between Situation Calculus and Event Calculus.,1997,803,,,,
Analyses of Unsatisfiability for Equational Logic Programming.,1995,803,,,,
Towards a Unified Theory of Intensional Logic Programming.,1992,803,,,,
A Completeness Result for SLDNF Resolution.,1993,803,,,,
"Deterministic and Nondeterministic Computation and Horn Programs, on Abstract Data Types.",1992,803,,,,
Heterogeneous SLD Resolution.,1984,803,,,,
An Expert System for Harmonizing Chorales in the Style of J. S. Bach.,1990,803,,,,
Feature Constraint Logics for Unification Grammars.,1992,803,,,,
Argumentation based abduction in disjunctive logic programming.,2000,803,,,,
Clausal Intuitionistic Logic I   Fixed Point Semantics.,1988,803,,,,
Abstract Interpretation Based on Alexander Templates.,1993,803,,,,
Modularity in Logic Programming.,1994,803,,,,
Making Prolog more Expressive.,1984,803,,,,
Data Parallel Concurrent Constraint Programming.,1998,803,,,,
Integrity Constraints for Logic Databases.,1985,803,,,,
"Book Review: Prolog for Programmers, by Feliks Kluzniak and Stanislaw Szpakowicz.",1987,803,,,,
Editorial.,1990,803,,,,
Cuts and Side Effects in And Or Parallel Prolog.,1996,803,,,,
An Overview of Nonmonotonic Reasoning and Logic Programming.,1993,803,,,,
On Specifying Database Updates.,1995,803,,,,
Synthesis and Transformation of Logic Programs Using Unfold/Fold Proofs.,1999,803,,,,
A Logical Foundation for Logic Programming II: Semantics of General Logic Programs.,1998,803,,,,
Constraint Logic Programming for Examination Timetabling.,1996,803,,,,
The Deevolution of Concurrent Logic Programming Languages.,1995,803,,,,
Models of Inductive Synthesis.,1990,803,,,,
A Language for Updating Logic Programs and its Implementation.,1995,803,,,,
An Algebraic Evaluation Method for Deduction in Incomplete Data Bases.,1988,803,,,,
LOGIN: A Logic Programming Language with Built In Inheritance.,1986,803,,,,
Worst Case Groundness Analysis Using Positive Boolean Functions.,1999,803,,,,
"Tight, Consistent and Computable Completions for Unrestricted Logic Programs.",1993,803,,,,
"Equality, Types, Modules, and (Why not ?) Generics for Logic Programming.",1984,803,,,,
A Kripke Kleene Semantics for Logic Programs.,1985,803,,,,
Natural Language Processing and Logic Programming.,1994,803,,,,
Comparison of Methods for Logic Query Implementation.,1991,803,,,,
"Set Constructors, Finite Sets, and Logical Semantics.",1999,803,,,,
Negation As Failure Rule for General Logic Programs With Equality.,1985,803,,,,
Modeling Simultaneous Events with Default Reasoning and Tight Derivations.,1990,803,,,,
Abstract Interpretation based on OLDT Resolution.,1993,803,,,,
Absys: The First Logic Programming Language   A Retrospective and a Commentary.,1990,803,,,,
A Type System for Logic Programs.,1991,803,,,,
Automated Reasoning with a Constraint Based Metainterpreter.,1998,803,,,,
Datalog with Integer Periodicity Constraints.,1998,803,,,,
A Verified Prolog Compiler for the Warren Abstract Machine.,1992,803,,,,
Layered Modes.,1999,803,,,,
Computing abduction by using TMS with top down expectation.,2000,803,,,,
Scoping Constructs in Logic Programming: Implementation Problems and their Solutions.,1995,803,,,,
Sharing is Optimal.,1999,803,,,,
Multiple Specialization using Minimal Function Graph Semantics.,1992,803,,,,
A Note on Semantics of Logic Programs with Equality Based on Complete Sets of E Unifiers.,1996,803,,,,
Directional Types and the Annotation Method.,1997,803,,,,
A Fixpoint Semantics for Disjunctive Logic Programs.,1990,803,,,,
Cooperating Rewrite Processes for Natural Language Analysis.,1986,803,,,,
Implementing Parallel Algorithms in Concurrent Prolog: The MAXFLOW Experience.,1986,803,,,,
Numerical Reasoning with an ILP System Capable of Lazy Evaluation and Customised Search.,1999,803,,,,
Database Logic Programming.,1991,803,,,,
Refutation Search for Horn Sets by a Subgoal Extraction Method.,1990,803,,,,
Detection and Optimization of Suspension Free Logic Programs.,1996,803,,,,
Propositional Logic Programming and Priz System.,1990,803,,,,
Equivalence of Well Founded and Stable Semantics.,1994,803,,,,
Inductive Logic Programming: Theory and Methods.,1994,803,,,,
Partial Deduction of Updateable Definite Logic Programs.,1994,803,,,,
Compiling Constraints in clp(FD).,1996,803,,,,
Reasoning on Constraints in CLP(FD).,1999,803,,,,
A Fixpoint Characterization of Abductive Logic Programs.,1996,803,,,,
Parser Generation and Grammar Manipulation Using Prolog's Infinite Trees.,1984,803,,,,
"Narrowing Grammar: Theory, Implementation, and Applications.",1992,803,,,,
PYTHON: An Expert Squeezer.,1990,803,,,,
Verification of Logic Programs.,1999,803,,,,
String Variable Grammar: A Logic Grammar Formalism for the Biological Language of DNA.,1995,803,,,,
A New Term Representation Method for Prolog.,1998,803,,,,
A survey of deductive database systems.,1995,803,,,,
"Error Diagnosis in Logic Programming, an Adaption of E. Y. Shapiro's Method.",1987,803,,,,
Operational and Denotational Semantics of Prolog.,1987,803,,,,
Evaluation of the Domain Prop.,1995,803,,,,
Abductive logic programming and disjunctive logic programming: their relationship and transferability.,2000,803,,,,
Completeness of SLDNF Resolution for Nonfloundering Queries.,1996,803,,,,
"Programming with Equalitiers, Subsorts, Overloading and Parametrization in OBJ.",1992,803,,,,
Solving the incremental satisfiability problem.,1993,803,,,,
An Algorithm for Linear Constraint Solving: Its Incorporation in a Prolog Meta Interpreter for CLP.,1993,803,,,,
Theory of Generalized Annotated Logic Programming and its Applications.,1992,803,,,,
Negation in Logic Programming.,1987,803,,,,
Boolean Valued Models and Incomplete Specifications.,1992,803,,,,
What Should a Database Know?,1992,803,,,,
Parallel Evaluation of Datalog Programs by Load Sharing.,1992,803,,,,
Interprocedural Analyses: A Comparison.,2000,803,,,,
On the Use of Advanced Logic Programming Languages in Computational Linguistics.,1995,803,,,,
Perspectives in Deductive Databases.,1988,803,,,,
Multilog and Data or Parallelism.,1996,803,,,,
A General Modal Framework for the Event Calculus and Its Skeptical and Credulous Variants.,1999,803,,,,
A Basis for Deductive Database Systems.,1985,803,,,,
Minimal Consequence in Sentential Logic.,1990,803,,,,
Mechanising Shared Configuration and Diagnosis Theories Through Constraint Logic Programming.,1998,803,,,,
Proof Method of Partial Correctness and Weak Completeness for Normal Logic Programs.,1993,803,,,,
On Negation in HiLog.,1994,803,,,,
A Generalization of the Differential Approach to Recursive Query Evaluation.,1987,803,,,,
Compiling Control.,1989,803,,,,
Depth Bounded Bottom Up Evaluation of Logic Program.,1995,803,,,,
Special issue: abductive logic programming.,2000,803,,,,
Conjunction in Meta Restriction Grammar.,1986,803,,,,
Unified Logic Programming Approach to the Abduction of Plans and Intentions in Information Seeking Dialogues.,1995,803,,,,
Guest Editor's Introduction: Logic based Heterogeneous Information Systems.,2000,803,,,,
Dynamic Optimization of Interval Narrowing Algorithms.,1998,803,,,,
From Context Free to Definite Clause Grammars: A Type Theoretic Approach.,1997,803,,,,
Operational and Goal Independent Denotational Semantics for Prolog with Cut.,2000,803,,,,
GOLOG: A Logic Programming Language for Dynamic Domains.,1997,803,,,,
Integrity Constraint Checking in Stratified Databases.,1987,803,,,,
The Occur Check Problem Revisited.,1988,803,,,,
Logic Programming and Negation: A Survey.,1994,803,,,,
On the Correctness of Unfold/Fold Transformation of Normal and Extended Logic Programs.,1995,803,,,,
Negation as Failure in the Head.,1998,803,,,,
An abstract machine for efficiently computing queries to well founded models.,2000,803,,,,
Dynamic updates of non monotonic knowledge bases.,2000,803,,,,
"Comments on ""Logic Programming with Equations"".",1991,803,,,,
Prolog: Subsumption of Equality Axioms by the Homogeneous Form.,1989,803,,,,
An Approach to Natural Language Semantics in Logic Programming.,1986,803,,,,
Rewrite Rule Systems for Modal Propositional Logic.,1992,803,,,,
On the Equivalence of Semantics for Normal Logic Programs.,1995,803,,,,
Short Note: Preferred Extensions are Partial Stable Models.,1992,803,,,,
A Simple Code Improvement Scheme for Prolog.,1992,803,,,,
On Decompositions of Chain Datalog Programs into P (left )linear 1 rule Components.,1995,803,,,,
Principles and Implementation of Deductive Parsing.,1995,803,,,,
Introduction to the constraint language NCL.,2000,803,,,,
Generalization by Absorption of Definite Clauses.,1999,803,,,,
Design and Analysis of Hardware for High Performance Prolog.,1996,803,,,,
Incremental Algorithms for Optimizing Model Computation Based on Partial Instantiation.,1997,803,,,,
Strong Termination of Logic Programs.,1993,803,,,,
In Memoriam: Paris C. Kanellakis.,1996,803,,,,
A Survey of Complexity Results for Nonmonotonic Logics.,1993,803,,,,
Hypothetical Reasoning in Logic Programs.,1994,803,,,,
The Expressive Power of Side Effects in Prolog.,1992,803,,,,
Metric Methods Three Examples and a Theorem.,1994,803,,,,
Extending SLD Resolution to Equational Horn Clauses using E Unification.,1989,803,,,,
Rules as Actions: A Situation Calculus Semantics for Logic Programs.,1997,803,,,,
SLR Inference an Inference System for Fixed Mode Logic Programs Based on SLR Parsing.,1998,803,,,,
Tracing Prolog Programs by Source Instrumentation is Efficient Enough.,2000,803,,,,
Combining Negation as Failure and Embedded Implications in Logic Programs.,1998,803,,,,
Towards a Meaning of LIFE.,1993,803,,,,
Abstract Domains for Reordering CLP(RLin) Programs.,2000,803,,,,
Linear Time Algorithms for Testing the Satisfiability of Propositional Horn Formulae.,1984,803,,,,
Automatic Mode Inference for Logic Programs.,1988,803,,,,
Negation as Failure II.,1985,803,,,,
Global Compilation of Prolog.,1989,803,,,,
Well Founded Ordered Search: Goal Directed Bottom Up Evaluation of Well Founded Models.,1997,803,,,,
On the Floyd Warshall Algorithm for Logic Programs.,1999,803,,,,
"N Prolog: An Extension of Prolog with Hypothetical Implication II   Logical Foundations, and Negation as Failure.",1985,803,,,,
A Methodology for Provin Termination of Logic Programs.,1994,803,,,,
Towards a Methodology for the Design of Abstract Machines for Logic Programming Languages.,1993,803,,,,
Top Down Semantics of Fair Computations of Logic Programs.,1985,803,,,,
Logic Programming and Digital Circuit Analysis.,1987,803,,,,
Theory and Practice of Constraint Handling Rules.,1998,803,,,,
A Transformational Approach to Negation in Logic Programming.,1990,803,,,,
Abstract Metaprolog Engine.,1998,803,,,,
An Extension of Lambda Calculus for Functional Programming.,1984,803,,,,
Or Parallel Prolog on a Distributed Memory Architecture.,2000,803,,,,
A simple polynomial groundness analysis for logic programs.,2000,803,,,,
Expressive Capabilities Description Languages and Query Rewriting Algorithms.,2000,803,,,,
Mockingbird: A Logical Methodology for Testing.,1990,803,,,,
Enhancing Unification in Prolog through Clause Indexing.,1991,803,,,,
Embedding Revision Programs in Logic Programming Situation Calculus.,1997,803,,,,
Or Parallel Prolog on Shared Memory Multiprocessors.,1989,803,,,,
Optimizing General Chain Programs.,1999,803,,,,
Oriented Equational Clauses as a Programming Language.,1984,803,,,,
Stable Inference as Intuitionistic Validity.,1999,803,,,,
Abstract Multiple Specialization and Its Application to Program Parallelization.,1999,803,,,,
Constructive Negation by Pruning.,1997,803,,,,
Pressing for Parallelism: A Prolog Program made Concurrent.,1986,803,,,,
Return Value Placement and Tail Call Optimization in High Level Languages.,1999,803,,,,
An Argumentation Theoretic Foundations for Logic Programming.,1995,803,,,,
Subsumption Stratified Datalog.,1998,803,,,,
A Parallel Prolog System for Distributed Memory.,1997,803,,,,
A Study of Relevance for Learning in Deductive Databases.,1999,803,,,,
A Declarative Semantics for Depth First Logic Programs.,1999,803,,,,
A Note of the Complexity of the Satisfiability of Modal Horn Clauses.,1987,803,,,,
Flow Analysis of Dynamic Logic Programs.,1989,803,,,,
The Stable Models of a Predicate Logic Program.,1994,803,,,,
"Representing Actions: Laws, Observations and Hypotheses.",1997,803,,,,
The Consistency of Negation as Failure.,1986,803,,,,
A Deterministic Prolog Fixpoint Semantics.,1985,803,,,,
A Complete Axiomatization of a Theory with Feature and Arity Constraints.,1995,803,,,,
Meta Programming in CLP(R).,1997,803,,,,
Circumscribing Embedded Implications (without Stratifications).,1993,803,,,,
A Technique for Translating Clausal Specifications of Numerical Methods into Efficient Programs.,1988,803,,,,
Logical Levels of Problem Solving.,1984,803,,,,
Relationlog: A Typed Extension to Datalog with Sets and Tuples.,1998,803,,,,
Logic Programming and Knowledge Representation.,1994,803,,,,
Logic Programming for Real Time Control of Telecommunication Switching Systems.,1990,803,,,,
Creating Specialised Integrity Checks Through Partial Evaluation of Meta Interpreters.,1998,803,,,,
Representing Knowledge with Theories about Theories.,1990,803,,,,
Guest Editors' Introduction: High Performance Implementations of Logic Programming Systems.,1996,803,,,,
Introduction to Special Issue on Natural Language and Logic Programming.,1986,803,,,,
A Note on Dowling and Gallier's Top Down Algorithm for Propositional Horn Satisfiability.,1990,803,,,,
Global Flow Analysis as a Practical Compilation Tool.,1992,803,,,,
Negation as Failure: A Comparison of Clark's Completed Data Base and Reiter's Closed World Assumption.,1984,803,,,,
Efficient Bottom UP Computation of Queries on Stratified Databases.,1991,803,,,,
Decomposability and its Role in Parallel Logic Program Evaluation.,1991,803,,,,
On Rewrite Programs: Semantics and Relationship with Prolog.,1992,803,,,,
Meta agent programs.,2000,803,,,,
Term Matching on Parallel Computers.,1989,803,,,,
A Constructive View of Prolog.,1986,803,,,,
Experiments in Reactive Constraint Logic Programming.,1998,803,,,,
Negation and Minimality in Disjunctive Databases.,1995,803,,,,
Characterizing Logic Grammars: A Substructural Logic Approach.,1996,803,,,,
On Derived Dependencies and Connected Databases.,1991,803,,,,
A Comparison of Three Prolog Extensions.,1992,803,,,,
Partial Evaluation in Logic Programming.,1991,803,,,,
Efficient Evaluation for a Subset of Recursive Queries.,1991,803,,,,
"Comments on ""General Failure of Logic Programs"".",1986,803,,,,
Metainterpreters for Expert System Construction.,1989,803,,,,
"Amalgamating Knowledge Bases, III: Algorithms, Data Structures, and Query Processing.",1996,803,,,,
The Horn Basis of a Set of Clauses.,1998,803,,,,
Why Untyped Nonground Metaprogramming Is Not (Much Of) A Problem.,1995,803,,,,
An Approach to Declarative Programming Based on a Rewriting Logic.,1999,803,,,,
A Linear Axiomatization of Negation as Failure.,1992,803,,,,
A KWIC (Key Word in Context) Bibliography on Prolog and Logic Programming.,1984,803,,,,
"Analyzing Logic Programs Using ""PROP"" ositional Logic Programs and a Magic Wand.",1995,803,,,,
Optimal Groundness Analysis Using Propositional Logic.,1996,803,,,,
Automatic Finite Unfolding Using Well Founded Measures.,1996,803,,,,
Deriving Descriptions of Possible Values of Program Variables by Means of Abstract Interpretation.,1992,803,,,,
The Transparent Prolog Machine (TPM): An Execution Model and Graphical Debugger for Logic Programming.,1988,803,,,,
Computer Support for Protocol Based Treatment of Cancer.,1996,803,,,,
An Abstract Machine to Implement OR AND Parallel Prolog Efficiently.,1990,803,,,,
Inference Rules and Proof Procedures for Inequations.,1990,803,,,,
On the Relationship between Indexed Grammars and Logic Programs.,1994,803,,,,
Deductive Synthesis of Solutions for Technological Tasks.,1990,803,,,,
Database Updates in the Event Calculus.,1992,803,,,,
Some Global Optimizations for a Prolog Compiler.,1985,803,,,,
Bilattices and the Semantics of Logic Programming.,1991,803,,,,
Magic Sets with Full Sharing.,1997,803,,,,
Abducing through negation as failure: stable models within the independent choice logic.,2000,803,,,,
N Prolog: An Extension of Prolog with Hypothetical Implications I.,1984,803,,,,
Stable Models and Their Computation for Logic Programming with Inheritance and True Negation.,1996,803,,,,
Automated Theorem Proving and Logic Programming.,1991,803,,,,
Transformations of Logic Programs.,1984,803,,,,
A New Definition of SNDNF Resolution.,1994,803,,,,
Efficient Access Mechanisms for Tabled Logic Programs.,1999,803,,,,
Magic Templates: A Spellbinding Approach To Logic Programs.,1991,803,,,,
Compilation of Set Terms in the Logic Data Language (LDL).,1992,803,,,,
Update by Means of Inference Rules.,1997,803,,,,
Using Logic Programming and Coroutining for Electronic CAD.,1996,803,,,,
A Prescribed Cut for Prolog that Ensures Soundness.,1992,803,,,,
Completeness and Properness of Refinement Operators in Inductive Logic Programming.,1998,803,,,,
A Closer Look at Declarative Interpretations.,1996,803,,,,
"Design, Implementation, and Evaluation of the Constraint Language cc(FD).",1998,803,,,,
A Sequential Abstract Machine for Flat Concurrent Prolog.,1989,803,,,,
Reasoning About Effects of Concurrent Actions.,1997,803,,,,
The Iff Proof Procedure for Abductive Logic Programming.,1997,803,,,,
On the Sequential Nature of Unification.,1984,803,,,,
A Semantic Basis for the Termination Analysis of Logic Programs.,1999,803,,,,
Autoepistemic Logics as a Unifying Framework for the Semantics of Logic Programs.,1995,803,,,,
"Automatic Compile Time Parallelization of Logic Programs for Restricted, Goal Level, Independent and Parallelism.",1999,803,,,,
Formal Synthesis of a Unification Algorithm by the Deductive Tableau Method.,1989,803,,,,
Demand Transformation Analysis for Concurrent Constraint Programs.,2000,803,,,,
Nondeterministic Algebraic Specifications and Nonconfluent Term Rewriting.,1992,803,,,,
Explicit and Implicit Indeterminism: Reasoning About Uncertain and Contradictory Specifications of Dynamic Systems.,1997,803,,,,
Parma   Bridging the Performance GAP Between Imperative and Logic Programming.,1996,803,,,,
Transformation of Logic Programs: Foundations and Techniques.,1994,803,,,,
Guest Editor's Introduction.,1990,803,,,,
An Implementation of Narrowing.,1989,803,,,,
Nondeterminism Through Well Founded Choice.,1996,803,,,,
Logic Program Synthesis.,1994,803,,,,
Constraint Logic Programming: A Survey.,1994,803,,,,
The Term Rewriting Approach to Automated Theorem Proving.,1992,803,,,,
The NRL Protocol Analyzer: An Overview.,1996,803,,,,
Tabulated Resolution for the Well Founded Semantics.,1998,803,,,,
Short Note: On Van Gelder's Loop Detection Algorithm.,1992,803,,,,
Abstract Diagnosis.,1999,803,,,,
Termination of Logic Programs with Delay Declarations.,1999,803,,,,
Compile Time Derivation of Variable Dependency Using Abstract Interpretation.,1992,803,,,,
A Simple Approach to Supporting Untagged Objects in Dynamically Typed Languages.,1997,803,,,,
Proving Termination Properties of Prolog Programs: A Semantic Approach.,1992,803,,,,
Editor's Introduction.,1984,803,,,,
"Conjunctive Partial Deduction: Foundations, Control, Algorithms, and Experiments.",1999,803,,,,
Horn Clauses Queries and Generalizations.,1985,803,,,,
A Goal Oriented Approach to Computing the Well Founded Semantics.,1993,803,,,,
"The Execution Algorithm of Mercury, an Efficient Purely Declarative Logic Programming Language.",1996,803,,,,
Conditional reasoning in logic programming.,2000,803,,,,
Hornlog: A Graph Based Interpreter for General Horn Clauses.,1987,803,,,,
Subset Logic Programs and Their Implementation.,2000,803,,,,
Logic and Algebraic Languages for Interoperability in Multidatabase Systems.,1997,803,,,,
On Delphi Lemmas and other Memoing Techniques for Deterministic Logic Programs.,1997,803,,,,
An abductive event calculus planner.,2000,803,,,,
Completed Logic Programs and their Consistency.,1990,803,,,,
Induction of Logic Programs by Example Guided Unfolding.,1999,803,,,,
Canonical Logic Programs.,1986,803,,,,
Run Time Type Computations in the Warren Abstract Machine.,1994,803,,,,
Definite Clause Set Grammars: A Formalism for Problem Solving.,1991,803,,,,
Undecidable Boundedness Problems for Datalog Programs.,1995,803,,,,
Polyvariant Detection of Uninitialized Arguments of Prolog Predicates.,1996,803,,,,
Efficient Run Time Type Checking of Typed Logic Programs.,1992,803,,,,
Annotations on the Consistency of the Closed World Assumption.,1990,803,,,,
Proving Properties of Committed Choice Logic Programs.,1989,803,,,,
"Guest Editors' Introduction Special Issue: Synthesis, Transformation and Analysis of Logic Rrograms 2.",1999,803,,,,
Hierarchical Constraint Logic Programming.,1993,803,,,,
Using MedLan to Integrate Geographical Data.,2000,803,,,,
Smallest Horn Clause Programs.,1996,803,,,,
CLP(chi) for Automatically Proving Program Properties.,1998,803,,,,
Negation as Inconsistency I.,1986,803,,,,
1983 1993: The Wonder Years of Sequential Prolog Implementation.,1994,803,,,,
Logic Programming Specification and Execution of Dynamic Programming Problems.,1992,803,,,,
On Integrating Objects and Relations Using Multimethods.,1997,803,,,,
Complete Logic Programs with Domain Closure Axiom.,1988,803,,,,
Records for Logic Programming.,1994,803,,,,
A Computable Semantics for General Logic Programs.,1989,803,,,,
Efficient Unification of Quantified Terms.,1988,803,,,,
Automated Verification of Prolog Programs.,1999,803,,,,
Alternation and the Computational Complexity of Logic Programs.,1984,803,,,,
Interval Computation as Deduction in CHIP.,1993,803,,,,
A Calculus for the Construction of Modular Prolog Programs.,1992,803,,,,
The Reduce Or Process Model for Parallel Execution of Logic Programs.,1991,803,,,,
Structuring Logic Programs: A Modal Approach.,1994,803,,,,
Guest Editors' Introduction: Special Section: Ten Years of Logic Programming.,1995,803,,,,
LogicWeb: Enhancing the Web with Logic Programming.,1998,803,,,,
Natural Deduction as Higher Order Resolution.,1986,803,,,,
A Technique for Doing Lazy Evaluation in Logic.,1986,803,,,,
An Algebraic Framework for the Definition of Compositional Semantics of Normal Logic Programs.,1999,803,,,,
AND Parallel Execution of Logic Programs on a Shared Memory Multiprocessor.,1991,803,,,,
Guest Editor's Introduction.,1992,803,,,,
Solving Large Combinatorial Problems in Logic Programming.,1990,803,,,,
Logic Based Configuration with a Semantic Network.,1990,803,,,,
Order Sorted Feature Theory Unification.,1997,803,,,,
Review of Foundations of Logic Programs.,1985,803,,,,
Stable Models Are Generated by a Stabel Chain.,1997,803,,,,
Differential Methods in Logic Program Analysis.,1998,803,,,,
General Failure of Logic Programs.,1985,803,,,,
Efficient Top Down Computation of Queries under the Well Founded Semantics.,1995,803,,,,
Model Generation and State Generation for Disjunctive Logic Programs.,1997,803,,,,
A Simple Declarative Language for Describing Narratives With Actions.,1997,803,,,,
The Theoretical Foundations of LPTP (A Logic Program Theorem Prover).,1998,803,,,,
Representing Action and Change by Logic Programs.,1993,803,,,,
Machine Synthesis of Mathematical Theorems.,1990,803,,,,
"Strict and Nonstrict Independent And Parallelism in Logic Programs: Correctness, Efficiency, and Compile Time Conditions.",1995,803,,,,
Matching of Bounded Set Terms in the Logic Language LDL++.,1996,803,,,,
Optimizing Bottom Up Evaluation of Constraint Queries.,1996,803,,,,
Compiling Associativity into Logic Programs.,1987,803,,,,
Ultrametric Spaces and Logic Programming.,2000,803,,,,
Abstract Interpretation and Application to Logic Programs.,1992,803,,,,
Hybrid Probabilistic Programs.,2000,803,,,,
A Linear Control Algorithm for a Class of Rule Based Systems.,1991,803,,,,
A Basis for Deductive Database Systems II.,1986,803,,,,
An abductive approach to disjunctive logic programming.,2000,803,,,,
Logic Programming with Equations.,1987,803,,,,
Guest Editor's Introduction.,1993,803,,,,
A Logical Foundation for Logic Programming I: Biconsequence Relations and Nonmonotonic Completion.,1998,803,,,,
Prolog for Structured Character Description and Font Design.,1996,803,,,,
Partial Deduction in Disjunctive Logic Programming.,1997,803,,,,
Pushing Constraint Selections.,1993,803,,,,
A Platform for Restriction Mapping.,1997,803,,,,
Negative Subgoals with Free Variables.,1991,803,,,,
The Family of Stable Models.,1993,803,,,,
Semantics of (disjunctive) Logic Programs Based on Partial Evaluation.,1999,803,,,,
"Applying Interval Arithmetic to Real, Integer, and Boolean Constraints.",1997,803,,,,
On Termination of General Logic Programs w.r.t. Constructive Negation.,1996,803,,,,
Analysis of Residuating Logic Programs.,1995,803,,,,
A Data Dependency Based Intelligent Backtracking Scheme for Prolog.,1988,803,,,,
A Logical Semantics for Hypothetical Rulebases with Deletion.,1997,803,,,,
Denotational and Operational Semantics for Prolog.,1988,803,,,,
Quantitative Deduction and its Fixpoint Theory.,1986,803,,,,
"Each Other, Asymmetry and Reasonable Futures.",2014,804,,,,
Modal Concord: A Case Study of Dutch.,2012,804,,,,
"Domain Restrictions, Modal Implicatures and Plurality: Spanish Algunos.",2011,804,,,,
Counting and the Mass/Count Distinction.,2010,804,,,,
Beginning Novels and Finishing Hamburgers: Remarks on the Semantics of to begin.,2003,804,,,,
Wh questions in Underspecified Minimal Recursion Semantics.,1998,804,,,,
Negation and the Temporal Structure of Narrative Discourse.,1999,804,,,,
Truth and Reference in Context.,2006,804,,,,
"NPI Licensing, Strawson Entailment, and Context Dependency.",1999,804,,,,
Token Dependency Semantics and the Paratactic Analysis of Intensional Constructions.,2002,804,,,,
More Than Bare Existence: An Implicature of Existential Bare Plurals.,2005,804,,,,
Modality and Evidentiality.,2008,804,,,,
The Logic of Intention Reports.,2017,804,,,,
How to be Universal when you are Existential: Negative Polarity Items in the Comparative: Entailment along a Scale.,2003,804,,,,
Japanese Indeterminate Negative Polarity Items and Their Scope.,2011,804,,,,
Partial Dynamic Semantics for Anaphora: Compositionality without Syntactic Coindexation.,2014,804,,,,
A Typology and Discourse Semantics for Motion Verbs and Spatial PPs in French.,1995,804,,,,
A Note on Quasi Presuppositions and Focus.,2013,804,,,,
Belief Dynamics in Cooperative Dialogues.,2000,804,,,,
Focus on Conditional Conjunction.,2013,804,,,,
"The Exhaustion Particles in the Yi group: A Unified Approach to All, the Completive and the Superlative.",2007,804,,,,
Counterfactual Donkey Sentences: A Response to Robert van Rooij.,2009,804,,,,
Modality Realization as Contrast in Discourse.,2004,804,,,,
Motion Imperatives.,1988,804,,,,
Computing Discourse Semantics: The Predicate Argument Semantics of Discourse Connectives in D LTAG.,2006,804,,,,
Group Terms in English: Representing Groups as Atoms.,1992,804,,,,
The Progressive: A Channel Theoretic Analysis.,1996,804,,,,
Proof Theoretic Reconstruction of Generalized Quantifiers.,2015,804,,,,
